time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-01-04T12:53:55.710Z,44.8443333,-110.683,7.83,1.74,ml,13,71,0.06599,0.15,uu,uu60050887,2018-09-12T18:25:33.970Z,"14 km S of Mammoth, Wyoming",earthquake,0.43,0.66,0.007,2,reviewed,uu,uu
2014-01-04T12:53:22.200Z,59.946,-151.5033,64.7,1.6,ml,,,,0.59,ak,ak0146tlzwc,2019-05-20T22:46:34.276Z,"12 km E of Happy Valley, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-04T12:53:20.200Z,38.824,-122.7965,2.51,1.09,md,39,51,0.01081,0.03,nc,nc72136046,2017-02-02T19:48:10.940Z,"6 km W of Cobb, California",earthquake,0.18,0.31,0.145,10,reviewed,nc,nc
2014-01-04T12:53:12.950Z,33.822,-117.8131667,8.135,0.94,ml,20,105,0.02085,0.12,ci,ci11410018,2016-03-12T06:00:19.865Z,"1km N of Villa Park, CA",earthquake,0.4,0.59,0.139,15,reviewed,ci,ci
2014-01-04T12:45:16.980Z,35.6538333,-118.4568333,8.528,0.98,ml,12,146,0.01661,0.07,ci,ci11410010,2016-03-11T05:54:20.781Z,"4km NNE of Lake Isabella, CA",earthquake,0.61,0.43,0.092,2,reviewed,ci,ci
2014-01-04T12:43:02.890Z,37.4938333,-118.8431667,5.963,0.9,md,27,111,0.0964,0.05,nc,nc72136026,2017-02-02T19:48:01.170Z,"13 km WSW of Aspen Springs, California",earthquake,0.25,0.92,0.136,22,reviewed,nc,nc
2014-01-04T12:39:59.340Z,36.6961667,-121.3401667,4.539,0.43,md,18,67,0.01351,0.08,nc,nc72136021,2017-02-02T19:47:49.921Z,"10 km S of Tres Pinos, California",earthquake,0.29,0.64,0.243,15,reviewed,nc,nc
2014-01-04T12:37:59.930Z,1.811,-101.9347,10,4.6,mb,,126,17.772,0.38,us,usc000lwtd,2014-03-07T00:25:58.000Z,"Galapagos Triple Junction region",earthquake,,1.9,0.07,62,reviewed,us,us
2014-01-04T12:31:29.420Z,-20.0996,-177.5992,522.71,4.1,mb,,104,4.735,0.39,us,usb000m4qq,2014-03-07T00:25:58.000Z,"274 km WNW of Haveluloto, Tonga",earthquake,,19,0.14,15,reviewed,us,us
2014-01-04T12:22:39.280Z,36.0876667,-117.8663333,4.327,0.2,ml,8,183,0.03142,0.07,ci,ci11410002,2016-03-11T14:52:56.009Z,"9km ENE of Coso Junction, CA",earthquake,0.63,1.53,0.241,3,reviewed,ci,ci
2014-01-04T12:21:48.210Z,32.8815,-115.4911667,7.852,1.58,ml,16,80,0.05041,0.17,ci,ci11409994,2016-03-12T02:16:41.031Z,"8km ENE of Imperial, CA",earthquake,0.54,1.3,0.123,19,reviewed,ci,ci
2014-01-04T12:12:43.200Z,32.8691667,-115.4938333,10.132,2.72,ml,26,106,0.04924,0.15,ci,ci11409986,2016-03-11T11:14:07.006Z,"8km ENE of Imperial, CA",earthquake,0.61,1.43,0.128,10,reviewed,ci,ci
2014-01-04T12:08:21.460Z,32.8618333,-115.4665,13.072,1.8,ml,19,89,0.0257,0.2,ci,ci11409978,2016-03-11T13:01:30.670Z,"10km E of Imperial, CA",earthquake,0.74,1.29,0.11,25,reviewed,ci,ci
2014-01-04T12:03:30.410Z,33.8225,-116.0973333,1.393,0.97,ml,30,127,0.1065,0.14,ci,ci11409970,2016-03-11T13:01:29.455Z,"16km NE of Indio, CA",earthquake,0.33,0.58,0.128,17,reviewed,ci,ci
2014-01-04T12:01:52.950Z,32.8716667,-115.4898333,9.322,2.19,ml,24,91,0.04638,0.17,ci,ci11409962,2016-03-12T00:25:23.326Z,"8km ENE of Imperial, CA",earthquake,0.37,0.77,0.135,34,reviewed,ci,ci
2014-01-04T12:00:06.590Z,32.8575,-115.4796667,10.272,1.49,ml,16,97,0.03705,0.15,ci,ci11409954,2016-03-11T02:14:13.631Z,"8km E of Imperial, CA",earthquake,0.88,1.94,0.114,9,reviewed,ci,ci
2014-01-04T11:59:56.340Z,38.8153343,-122.821167,2.519,0.18,md,7,142,0.01171,0.01,nc,nc72136016,2017-02-02T19:47:44.080Z,"8 km W of Cobb, California",earthquake,0.52,0.99,0.12,2,automatic,nc,nc
2014-01-04T11:44:18.280Z,33.9601667,-116.7851667,12.701,1.27,ml,45,36,0.07712,0.12,ci,ci11409946,2016-03-11T09:30:01.699Z,"5km N of Cabazon, CA",earthquake,0.2,0.56,0.224,38,reviewed,ci,ci
2014-01-04T11:32:48.126Z,37.3894,-117.0626,19.6,-0.1,ml,6,286.85,0.366,0.0652,nn,nn00433330,2018-06-29T22:59:53.176Z,"38 km SSE of Goldfield, Nevada",earthquake,,2,0.19,3,reviewed,nn,nn
2014-01-04T11:30:57.440Z,38.8215,-122.8428333,2.04,1.28,md,48,46,0.006306,0.04,nc,nc72136011,2017-02-02T19:47:37.560Z,"10 km W of Cobb, California",earthquake,0.13,0.16,0.196,18,reviewed,nc,nc
2014-01-04T11:29:28.380Z,40.3935,-124.446,20.509,2.39,md,17,271,0.1162,0.08,nc,nc72136006,2017-02-02T19:47:28.318Z,"25 km SW of Ferndale, California",earthquake,1.84,0.38,0.343,28,reviewed,nc,nc
2014-01-04T11:12:51.361Z,61.1774,-151.2465,68.2,1.6,ml,,,,0.52,ak,ak0146sru6o,2019-05-14T01:50:37.804Z,"9 km WNW of Beluga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-04T11:08:24.099Z,61.6329,-146.3421,11,1.3,ml,,,,0.43,ak,ak0146sqx7t,2019-05-20T22:46:33.836Z,"45 km SSE of Nelchina, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2014-01-04T11:02:42.130Z,-6.5842,129.6037,158.91,4.4,mb,,40,2.181,1.03,us,usc000lwsf,2014-03-07T00:25:58.000Z,"Banda Sea",earthquake,,9.1,0.117,22,reviewed,us,us
2014-01-04T10:46:21.760Z,-24.6572,-176.0705,32.64,4.5,mb,,113,8.793,0.89,us,usb000m4qs,2014-03-07T00:25:58.000Z,"",earthquake,,4.9,0.092,42,reviewed,us,us
2014-01-04T10:45:45.681Z,61.3624,-150.6477,64,1.3,ml,,,,0.48,ak,ak0146sdgrs,2019-05-20T22:46:33.280Z,"21 km SSW of Susitna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-04T10:31:16.340Z,32.8756667,-115.4946667,7.762,1.42,ml,13,77,0.05128,0.17,ci,ci11409938,2016-03-11T05:54:18.426Z,"8km ENE of Imperial, CA",earthquake,0.68,1.65,0.167,11,reviewed,ci,ci
2014-01-04T10:31:02.486Z,37.5303,-116.3732,18.7,0.5,ml,9,281.03,0.242,0.1259,nn,nn00433329,2018-06-29T22:59:53.074Z,"57 km WSW of Rachel, Nevada",earthquake,,2.5,0.25,8,reviewed,nn,nn
2014-01-04T10:25:36.770Z,32.8741667,-115.4915,8.139,1.64,ml,22,70,0.04832,0.17,ci,ci11409930,2016-03-11T20:41:01.722Z,"8km ENE of Imperial, CA",earthquake,0.38,0.8,0.141,20,reviewed,ci,ci
2014-01-04T10:25:24.642Z,38.1801,-119.181,8.7,1.5,ml,11,148.07,0.128,0.1323,nn,nn00433050,2018-06-29T22:59:52.459Z,"9 km SSE of Bridgeport, California",earthquake,,5.3,0.18,2,reviewed,nn,nn
2014-01-04T10:24:53.890Z,37.6448333,-121.6565,2.119,1.14,md,13,142,0.08288,0.16,nc,nc72136001,2017-02-02T19:47:22.393Z,"10 km ESE of Livermore, California",earthquake,0.38,0.77,0.071,12,reviewed,nc,nc
2014-01-04T10:19:08.307Z,39.4284,-120.2898,8.9,-0.9,ml,3,218.4,0.006,0.0248,nn,nn00433294,2018-06-29T22:59:52.892Z,"Northern California",earthquake,,5.6,0,1,reviewed,nn,nn
2014-01-04T10:18:13.800Z,18.2024,-66.9787,36,2.1,Md,6,118.8,0.23086703,0.44,pr,pr14004006,2014-01-04T12:23:13.625Z,"2 km N of Maricao, Puerto Rico",earthquake,1.9,4.2,0,5,reviewed,pr,pr
2014-01-04T10:04:36.620Z,38.8143333,-122.8113333,1.38,1.59,md,52,35,0.009009,0.04,nc,nc72135996,2017-02-02T19:47:15.580Z,"7 km W of Cobb, California",earthquake,0.12,0.17,0.166,20,reviewed,nc,nc
2014-01-04T10:04:11.450Z,36.0058333,-117.806,-0.478,0.14,ml,7,82,0.02341,0.09,ci,ci11409922,2016-03-11T04:03:07.832Z,"12km NE of Little Lake, CA",earthquake,0.41,1.56,0.015,1,reviewed,ci,ci
2014-01-04T10:02:45.494Z,36.6156,-116.2595,10.5,0.1,ml,17,123.52,0.098,0.1392,nn,nn00433049,2018-06-29T22:59:54.174Z,"51 km NNW of Pahrump, Nevada",earthquake,,1.4,0.2,11,reviewed,nn,nn
2014-01-04T09:57:37.600Z,17.9768,-66.2779,13,1.6,Md,7,187.2,0.16349338,0.18,pr,pr14004005,2014-01-04T12:02:31.440Z,"2 km E of Salinas, Puerto Rico",earthquake,1.9,0.8,0,7,reviewed,pr,pr
2014-01-04T09:54:30.200Z,18.6716,-67.2291,70,2.5,Md,6,313.2,0.23086703,0.43,pr,pr14004004,2014-03-07T00:25:58.000Z,"24 km NW of San Antonio, Puerto Rico",earthquake,3.2,2.5,0,5,reviewed,pr,pr
2014-01-04T09:42:44.520Z,38.8181648,-122.7816696,2.683,0.55,md,9,85,0.004505,0.02,nc,nc72135991,2017-02-02T19:47:07.134Z,"5 km W of Cobb, California",earthquake,0.58,1.61,,1,automatic,nc,nc
2014-01-04T09:40:08.540Z,38.9561667,-111.3943333,1.73,1.48,ml,11,72,0.1774,0.07,uu,uu60050877,2018-09-12T18:12:55.520Z,"13 km WNW of Emery, Utah",earthquake,0.34,7.61,0.194,2,reviewed,uu,uu
2014-01-04T09:40:02.150Z,32.8763333,-115.4966667,8.662,1.79,ml,14,98,0.05308,0.21,ci,ci11409914,2016-03-11T13:01:28.116Z,"8km ENE of Imperial, CA",earthquake,0.58,1.16,0.143,25,reviewed,ci,ci
2014-01-04T09:36:17.410Z,32.9,-115.4426667,14.651,1.44,ml,11,203,0.03842,0.14,ci,ci11409906,2016-03-11T14:52:54.759Z,"12km NNW of Holtville, CA",earthquake,1.14,1.18,0.174,18,reviewed,ci,ci
2014-01-04T09:33:58.540Z,33.021,-115.4145,13.827,1.21,ml,9,156,0.1597,0.13,ci,ci37168333,2016-03-11T05:54:17.083Z,"12km ENE of Brawley, CA",earthquake,0.66,1.01,0.28,8,reviewed,ci,ci
2014-01-04T09:33:57.590Z,32.8788333,-115.4731667,10.662,0.97,ml,8,100,0.03558,0.16,ci,ci11409898,2016-03-11T07:41:15.435Z,"10km ENE of Imperial, CA",earthquake,0.93,1.15,0.175,4,reviewed,ci,ci
2014-01-04T09:31:14.323Z,62.6151,-152.1247,15.3,1.3,ml,,,,0.53,ak,ak0146royq0,2019-05-20T22:46:32.800Z,"71 km W of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-04T09:23:33.980Z,34.0085,-117.1836667,15.578,1.14,ml,46,62,0.06501,0.17,ci,ci11409890,2016-03-11T07:41:14.236Z,"5km S of Redlands, CA",earthquake,0.29,0.64,0.147,29,reviewed,ci,ci
2014-01-04T09:19:18.370Z,-36.2306,-100.627,10,4.5,mb,,129,23.328,0.72,us,usb000m4qu,2014-03-07T00:25:58.000Z,"southeast of Easter Island",earthquake,,1.8,0.121,21,reviewed,us,us
2014-01-04T09:17:04.930Z,38.8055,-122.7985,2.366,1.47,md,43,67,0.003604,0.04,nc,nc72135986,2017-02-02T19:47:00.340Z,"6 km WSW of Cobb, California",earthquake,0.16,0.24,0.105,14,reviewed,nc,nc
2014-01-04T09:15:52.310Z,36.5753333,-121.1743333,3.76,0.9,md,19,41,0.08559,0.07,nc,nc72135981,2017-02-02T19:46:51.886Z,"21 km NE of Soledad, California",earthquake,0.21,1.96,0.172,18,reviewed,nc,nc
2014-01-04T09:04:27.690Z,38.7436676,-122.6888351,0.482,1.07,md,7,223,0.005405,0.01,nc,nc72135976,2017-02-02T19:46:46.243Z,"6 km W of Middletown, California",earthquake,0.94,0.47,0.31,2,automatic,nc,nc
2014-01-04T08:54:10.290Z,20.032,-155.8966667,9.082,2.67,ml,30,139,,0.13,hv,hv60615646,2020-07-06T20:39:07.280Z,"9 km NW of Puako, Hawaii",earthquake,1.09,0.6,0.131,16,reviewed,hv,hv
2014-01-04T08:45:53.611Z,59.7384,-152.0966,66,2.7,ml,,,,0.71,ak,ak0146r6m69,2019-05-20T22:46:32.314Z,"15 km WSW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-04T08:45:41.110Z,12.4224,-87.8964,37.09,4.2,mb,,184,1.635,1.13,us,usc000lwra,2014-03-07T00:25:58.000Z,"60 km SW of Jiquilillo, Nicaragua",earthquake,,5.8,0.075,59,reviewed,us,us
2014-01-04T08:43:55.650Z,-6.0918,125.4872,545.62,4.5,mb,,63,3.835,0.9,us,usb000m4qp,2014-03-07T00:25:58.000Z,"271 km N of Metinaro, Timor Leste",earthquake,,9.7,0.135,17,reviewed,us,us
2014-01-04T08:42:52.470Z,19.1971667,-156.4228333,38.355,2.42,ml,32,293,,0.1,hv,hv60615641,2020-07-06T20:39:01.880Z,"62 km WSW of Captain Cook, Hawaii",earthquake,1.74,1.51,0.193,8,reviewed,hv,hv
2014-01-04T08:40:50.690Z,38.0961667,-122.2453333,6.855,1.99,md,75,27,0.02252,0.18,nc,nc72135971,2017-02-02T19:46:38.830Z,"1 km SE of Vallejo, California",earthquake,0.19,0.31,0.121,62,reviewed,nc,nc
2014-01-04T08:30:21.270Z,38.9423333,-122.9898333,2.352,1.49,md,32,93,0.08198,0.06,nc,nc72135966,2017-02-02T19:46:28.860Z,"11 km ESE of Hopland, California",earthquake,0.21,1.65,0.18,14,reviewed,nc,nc
2014-01-04T08:30:06.510Z,38.942,-122.9911667,3.872,1.63,md,40,51,0.08198,0.05,nc,nc72135961,2017-02-02T19:46:13.370Z,"11 km ESE of Hopland, California",earthquake,0.15,0.55,0.097,23,reviewed,nc,nc
2014-01-04T08:25:36.000Z,-20.657,-70.762,36.6,4.2,mb,,,,1.66,us,usc000lx36,2014-03-07T00:25:58.000Z,"80 km SW of Iquique, Chile",earthquake,,6.8,0.527,1,reviewed,guc,us
2014-01-04T08:22:44.780Z,38.7508333,-122.7241667,2.12,1.11,md,36,45,0.01441,0.06,nc,nc72135956,2017-02-02T19:46:01.283Z,"7 km S of Cobb, California",earthquake,0.16,0.23,0.249,12,reviewed,nc,nc
2014-01-04T08:13:29.826Z,68.8286,-144.8196,6.9,3.2,ml,,,,0.81,ak,ak0146qzpfa,2019-05-20T22:46:31.807Z,"83 km NNE of Arctic Village, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2014-01-04T08:11:27.730Z,36.5625,-121.0786667,6.092,0.62,md,11,94,0.03514,0.06,nc,nc72135951,2017-02-02T19:45:55.420Z,"26 km NE of Soledad, California",earthquake,0.37,0.85,0.138,12,reviewed,nc,nc
2014-01-04T08:10:02.350Z,10.2823,124.2371,10,4.3,mb,,151,3.456,1.11,us,usb000m4qm,2014-03-07T00:25:57.000Z,"7 km NW of Calituban, Philippines",earthquake,,1.9,0.218,6,reviewed,us,us
2014-01-04T08:08:56.681Z,36.8448,-116.2271,6.7,0.1,ml,14,87.81,0.106,0.0916,nn,nn00433048,2018-06-29T22:59:52.577Z,"47 km E of Beatty, Nevada",earthquake,,1.8,0.07,8,reviewed,nn,nn
2014-01-04T08:07:09.850Z,38.8208351,-122.8106689,2.96,0.63,md,12,62,0.002703,0.03,nc,nc72135946,2017-02-02T19:45:50.228Z,"7 km W of Cobb, California",earthquake,0.3,0.79,0.25,3,automatic,nc,nc
2014-01-04T07:58:29.710Z,40.9605,-123.4371667,23.833,2.13,md,32,42,0.2396,0.19,nc,nc72135941,2017-02-02T19:45:43.090Z,"12 km NE of Trinity Village, California",earthquake,0.38,1.82,0.188,25,reviewed,nc,nc
2014-01-04T07:47:51.740Z,37.4048333,-118.4695,9.627,1,md,17,131,0.04054,0.08,nc,nc72135936,2018-06-29T22:59:54.066Z,"5 km NNW of West Bishop, California",earthquake,0.28,0.65,0.287,15,reviewed,nc,nc
2014-01-04T07:42:58.050Z,19.5711667,-155.7075,32.844,1.82,md,11,150,,0.12,hv,hv60615621,2020-07-06T20:43:41.350Z,"20 km NE of Honaunau-Napoopoo, Hawaii",earthquake,0.99,1.04,0.114,3,reviewed,hv,hv
2014-01-04T07:22:52.300Z,48.0856,-115.1776,12.1,1.1,Md,10,129.6,0.35124128,0.4,mb,mb14294680,2014-01-07T15:48:20.915Z,"2 km W of Happys Inn, Montana",earthquake,4.3,8.5,0.5,3,automatic,mb,mb
2014-01-04T07:14:28.110Z,38.8001671,-122.8476639,3.31,0.57,md,5,267,0.02793,0.01,nc,nc72135926,2017-02-02T19:45:29.597Z,"11 km WSW of Cobb, California",earthquake,3.92,2.83,,1,automatic,nc,nc
2014-01-04T07:12:18.010Z,33.6786667,-116.6971667,17.057,0.59,ml,19,115,0.02179,0.1,ci,ci11409882,2016-03-11T13:01:26.708Z,"7km SSE of Idyllwild, CA",earthquake,0.39,0.5,0.203,5,reviewed,ci,ci
2014-01-04T07:07:05.450Z,38.9561667,-111.4,3.62,1.78,md,6,109,0.1769,0.04,uu,uu60050872,2018-09-12T18:12:54.210Z,"13 km WNW of Emery, Utah",earthquake,0.46,4.94,0.34,4,reviewed,uu,uu
2014-01-04T07:05:03.028Z,62.9602,-150.7284,101.7,1.5,ml,,,,0.38,ak,ak0146qci0u,2019-05-20T22:46:31.316Z,"51 km N of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-04T07:03:05.140Z,38.8231659,-122.8438339,1.75,0.78,md,16,75,0.007207,0.02,nc,nc72135921,2017-02-02T19:45:24.202Z,"10 km W of Cobb, California",earthquake,0.24,0.45,0.21,3,automatic,nc,nc
2014-01-04T06:50:39.494Z,37.3947,-117.0549,11.3,0,ml,6,286.46,0.365,0.1553,nn,nn00433287,2018-06-29T22:59:52.802Z,"38 km SSE of Goldfield, Nevada",earthquake,,15.4,0.3,6,reviewed,nn,nn
2014-01-04T06:44:16.430Z,38.8078333,-122.8128333,2.33,1.84,md,60,36,0.01261,0.05,nc,nc72135916,2017-02-02T19:45:17.330Z,"7 km WSW of Cobb, California",earthquake,0.1,0.17,0.175,28,reviewed,nc,nc
2014-01-04T06:41:49.373Z,66.0288,-151.6988,8.8,1.3,ml,,,,0.66,ak,ak0146pyvrt,2019-05-20T22:46:30.834Z,"71 km SE of New Allakaket, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2014-01-04T06:40:58.320Z,47.6743333,-120.3905,-0.481,0.79,md,8,94,0.08008,0.12,uw,uw60666101,2016-07-22T19:22:03.040Z,"13 km W of Entiat, Washington",earthquake,0.33,10.01,0.135,5,reviewed,uw,uw
2014-01-04T06:38:56.400Z,33.5041667,-116.4675,9.651,0.53,ml,21,99,0.1075,0.13,ci,ci11409874,2016-03-11T13:01:24.942Z,"20km ESE of Anza, CA",earthquake,0.28,0.85,0.084,11,reviewed,ci,ci
2014-01-04T06:36:50.690Z,32.897,-116.2721667,10.368,1.04,ml,23,88,0.1264,0.18,ci,ci11409866,2016-03-11T20:41:00.424Z,"25km ENE of Pine Valley, CA",earthquake,0.39,1.31,0.115,11,reviewed,ci,ci
2014-01-04T06:31:40.210Z,36.015,-97.077,5,2,ml,,,,0.84,us,usc000lwqg,2015-01-31T00:36:08.474Z,"6 km NW of Perkins, Oklahoma",earthquake,,1.9,,,reviewed,tul,tul
2014-01-04T06:22:46.340Z,37.5545,-118.8245,8.149,0.67,md,24,135,0.03604,0.04,nc,nc72135911,2017-02-02T19:45:06.620Z,"9 km W of Aspen Springs, California",earthquake,0.3,0.5,0.105,22,reviewed,nc,nc
2014-01-04T06:15:18.890Z,33.5015,-116.468,8.941,0.57,ml,20,126,0.1101,0.11,ci,ci11409858,2016-03-11T11:14:05.588Z,"20km ESE of Anza, CA",earthquake,0.33,0.79,0.1,8,reviewed,ci,ci
2014-01-04T06:12:18.020Z,38.9583333,-111.3901667,2.68,1.54,ml,13,72,0.1752,0.1,uu,uu60050867,2018-09-12T18:12:52.870Z,"12 km WNW of Emery, Utah",earthquake,0.36,31.61,0.197,2,reviewed,uu,uu
2014-01-04T06:07:59.863Z,59.8853,-148.7192,15,2,ml,,,,0.51,ak,ak0146prm8i,2019-05-20T22:46:30.311Z,"44 km WSW of Chenega, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-04T06:05:58.130Z,-33.73,-72.2606,31.7,4.2,mb,,151,1.285,1.42,us,usc000lx34,2014-03-07T00:25:57.000Z,"62 km WSW of San Antonio, Chile",earthquake,,3.7,0.216,6,reviewed,us,us
2014-01-04T05:57:56.000Z,38.9653333,-111.4046667,0.26,2.03,ml,21,69,0.1857,0.16,uu,uu60050862,2018-09-12T18:12:51.320Z,"14 km WNW of Emery, Utah",earthquake,0.34,31.61,0.106,5,reviewed,uu,uu
2014-01-04T05:57:45.290Z,38.8139992,-122.8148346,2.52,1.12,md,16,86,0.00991,0.02,nc,nc72135901,2017-02-02T19:44:58.380Z,"8 km W of Cobb, California",earthquake,0.26,0.51,0.06,6,automatic,nc,nc
2014-01-04T05:51:44.334Z,61.6588,-148.1705,9.8,1,ml,,,,0.62,ak,ak0146pfkxt,2019-05-20T22:46:29.778Z,"21 km SE of Chickaloon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-04T05:46:34.240Z,62.6396,-152.2926,131.7,1.5,ml,,,,0.48,ak,ak0146pehkw,2019-05-20T22:46:29.293Z,"80 km W of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-04T05:43:54.470Z,33.5116667,-116.5576667,8.875,0.76,ml,24,77,0.04088,0.11,ci,ci11409850,2016-03-11T14:52:53.528Z,"12km ESE of Anza, CA",earthquake,0.29,0.4,0.089,10,reviewed,ci,ci
2014-01-04T05:36:24.400Z,18.1345,-67.1406,33,2,Md,4,198,0.06647533,0.27,pr,pr14004003,2014-01-04T07:27:32.744Z,"1 km WSW of Hormigueros, Puerto Rico",earthquake,7.3,2.1,0,2,reviewed,pr,pr
2014-01-04T05:27:24.900Z,35.557,-97.234,5.1,3,ml,,,,0.84,us,usc000lwqc,2015-01-30T02:05:01.464Z,"4 km ESE of Jones, Oklahoma",earthquake,,2.1,,,reviewed,tul,tul
2014-01-04T05:25:35.560Z,38.8236656,-122.8081665,2.399,0.88,md,16,81,0.001802,0.02,nc,nc72135891,2017-02-02T19:44:52.209Z,"7 km W of Cobb, California",earthquake,0.28,0.67,0.1,5,automatic,nc,nc
2014-01-04T05:23:34.300Z,43.7376,-111.1038,2.3,1.3,Md,15,133.2,0.11408604,0.14,mb,mb14031604,2014-01-07T15:48:20.911Z,"1 km NNE of Driggs, Idaho",earthquake,0.8,1.9,0.5,3,automatic,mb,mb
2014-01-04T05:23:00.310Z,36.9704,143.3822,22,5.5,mwb,,46,4.176,0.7,us,usc000lwp7,2014-03-07T00:25:58.000Z,"218 km ESE of Namie, Japan",earthquake,,1.7,0.075,17,reviewed,us,us
2014-01-04T05:22:55.221Z,59.948,-139.5434,0,1.5,ml,,,,0.5,ak,ak0146p9e0i,2019-05-14T01:50:34.443Z,"45 km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2014-01-04T05:08:37.950Z,38.8351669,-122.7796631,-0.126,0.56,md,6,88,0.008108,0.01,nc,nc72135886,2017-02-02T19:44:46.410Z,"5 km WNW of Cobb, California",earthquake,0.39,1.24,,1,automatic,nc,nc
2014-01-04T04:58:57.336Z,51.4413,-175.3625,53.5,2.1,ml,,,,0.28,ak,ak0146ovocl,2019-05-20T22:46:28.702Z,"100 km ESE of Adak, Alaska",earthquake,,7.3,,,reviewed,ak,ak
2014-01-04T04:57:47.690Z,-7.0392,129.494,137.95,4,mb,,85,2.02,0.46,us,usb000m4qj,2014-03-07T00:25:57.000Z,"Kepulauan Babar, Indonesia",earthquake,,12.8,0.368,3,reviewed,us,us
2014-01-04T04:57:39.800Z,38.8036652,-122.7710037,0.717,0.53,md,6,111,0.01712,0.01,nc,nc72135876,2017-02-02T19:44:40.904Z,"4 km WSW of Cobb, California",earthquake,0.81,2.01,0.03,2,automatic,nc,nc
2014-01-04T04:57:06.670Z,38.8258324,-122.8099976,3.535,0.79,md,4,270,0.02072,0.03,nc,nc72135871,2017-02-02T19:44:35.766Z,"7 km W of Cobb, California",earthquake,4.87,4.6,0.22,3,automatic,nc,nc
2014-01-04T04:56:34.710Z,38.1191667,-119.2176667,4.118,1.65,md,16,263,0.4333,0.15,nc,nc72135881,2018-06-29T22:59:52.210Z,"10 km NW of Mono City, California",earthquake,1.69,13.77,0.263,14,reviewed,nc,nc
2014-01-04T04:49:54.800Z,17.9775,-67.1268,12,1.4,Md,3,273.6,0.03323767,0.07,pr,pr14004002,2014-01-04T07:26:17.506Z,"6 km E of Pole Ojea, Puerto Rico",earthquake,1.1,0.7,0,3,reviewed,pr,pr
2014-01-04T04:41:24.186Z,51.4323,-175.6205,18.7,2.4,ml,,,,0.63,ak,ak0146oryma,2019-05-20T22:46:28.028Z,"85 km SE of Adak, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2014-01-04T04:27:09.870Z,38.8236656,-122.8461685,1.59,0.56,md,9,79,0.009009,0.02,nc,nc72135866,2017-02-02T19:44:23.139Z,"10 km W of Cobb, California",earthquake,0.36,0.88,0.01,2,automatic,nc,nc
2014-01-04T04:00:30.590Z,36.8093333,-121.5348333,5.323,0.68,md,22,71,0.03784,0.1,nc,nc72135861,2017-02-02T19:44:17.369Z,"4 km S of San Juan Bautista, California",earthquake,0.22,0.44,0.207,18,reviewed,nc,nc
2014-01-04T03:30:05.932Z,63.2335,-150.5497,119.8,1.3,ml,,,,0.28,ak,ak0146o44q9,2019-05-20T22:46:26.941Z,"67 km ESE of Denali National Park, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2014-01-04T03:22:35.600Z,33.5031667,-116.4686667,8.274,0.97,ml,28,122,0.04118,0.13,ci,ci11409842,2016-03-12T00:25:21.919Z,"20km ESE of Anza, CA",earthquake,0.29,0.45,0.091,23,reviewed,ci,ci
2014-01-04T03:10:22.740Z,-23.3928,-179.4402,471.54,4.2,mb,,120,6.09,0.79,us,usb000m4qk,2014-03-07T00:25:57.000Z,"south of the Fiji Islands",earthquake,,7.4,0.264,9,reviewed,us,us
2014-01-04T03:07:17.491Z,62.1528,-152.0785,108.8,2.5,ml,,,,0.47,ak,ak0146nz85h,2019-05-20T22:46:26.433Z,"39 km WNW of Skwentna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-04T03:03:30.057Z,38.4188,-118.7468,13.3,0.8,ml,5,268.56,0.253,0.0912,nn,nn00433033,2018-06-29T22:59:53.972Z,"15 km SW of Hawthorne, Nevada",earthquake,,6.6,0,1,reviewed,nn,nn
2014-01-04T02:58:44.460Z,-10.9015,163.733,3.62,5.3,mwb,,56,4,0.93,us,usc000lwnk,2014-03-07T00:25:58.000Z,"204 km ESE of Kirakira, Solomon Islands",earthquake,,4,0.069,20,reviewed,us,us
2014-01-04T02:57:49.970Z,37.3271,21.6704,47.28,4,mb,,95,1.77,1.21,us,usc000lwnh,2014-03-07T00:25:57.000Z,"8 km N of Kyparissía, Greece",earthquake,,9.8,0.232,11,reviewed,us,us
2014-01-04T02:55:35.090Z,33.5148333,-116.4443333,9.607,0.61,ml,21,126,0.09743,0.07,ci,ci11409834,2016-03-11T07:41:12.591Z,"21km SW of La Quinta, CA",earthquake,0.3,0.74,0.138,12,reviewed,ci,ci
