time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-01-02T19:56:07.880Z,33.5061667,-116.4745,9.878,0.44,ml,11,135,0.04424,0.09,ci,ci11409354,2016-03-12T06:00:18.580Z,"19km ESE of Anza, CA",earthquake,0.5,0.77,0.067,9,reviewed,ci,ci
2014-01-02T19:53:49.379Z,61.2181,-146.9063,17.8,1.2,ml,,,,0.48,ak,ak0143mpe8p,2019-05-14T01:49:51.020Z,"31 km WNW of Valdez, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2014-01-02T19:40:15.670Z,33.5041667,-116.4723333,9.718,0.59,ml,14,137,0.04343,0.08,ci,ci11409346,2016-03-11T09:29:58.506Z,"20km ESE of Anza, CA",earthquake,0.53,0.69,0.087,14,reviewed,ci,ci
2014-01-02T19:30:53.980Z,19.2744,120.1759,14.06,5.3,mb,,25,3.625,0.86,us,usc000lvtq,2014-03-07T00:25:56.000Z,"98 km NNW of Davila, Philippines",earthquake,,3.4,0.042,192,reviewed,us,us
2014-01-02T19:28:10.400Z,59.5608,-152.556,78.5,1.6,ml,,,,0.31,ak,ak0143mjyc0,2019-05-14T01:49:50.630Z,"42 km WNW of Nanwalek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-02T19:25:52.860Z,33.6796667,-116.7743333,15.851,0.31,ml,7,142,0.05919,0.06,ci,ci11409338,2016-03-11T14:52:46.404Z,"8km SW of Idyllwild, CA",earthquake,0.7,0.97,0.207,4,reviewed,ci,ci
2014-01-02T19:22:18.717Z,59.5402,-152.5366,76.1,2.7,ml,,,,0.76,ak,ak0143mioof,2019-05-20T22:45:45.157Z,"40 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-02T19:21:09.530Z,35.9248333,-117.1745,-1.033,0.52,ml,8,136,0.09459,0.14,ci,ci11409330,2016-03-11T18:38:52.280Z,"26km NE of Trona, CA",quarry blast,0.81,31.61,0.127,4,reviewed,ci,ci
2014-01-02T19:19:59.603Z,63.1407,-151.3464,79.2,1.3,ml,,,,0.76,ak,ak0143mi4oo,2019-05-14T01:49:50.237Z,"48 km SSE of Denali National Park, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2014-01-02T19:18:40.909Z,59.6835,-152.0896,68.6,1.5,ml,,,,0.27,ak,ak0143mhviy,2019-05-14T01:49:49.859Z,"17 km SW of Anchor Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2014-01-02T19:09:24.952Z,62.9997,-150.8728,114.6,1.4,ml,,,,0.29,ak,ak0143mfwun,2019-05-14T01:49:49.493Z,"56 km N of Petersville, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2014-01-02T19:09:07.600Z,41.4855,-122.2386667,8.253,0.93,md,11,98,0.008108,0.02,nc,nc72135746,2017-02-02T19:29:25.777Z,"11 km ENE of Carrick, California",earthquake,0.3,0.44,0.194,9,reviewed,nc,nc
2014-01-02T19:06:41.431Z,62.6815,-151.8714,10.9,1.3,ml,,,,0.77,ak,ak0143mfaz3,2019-05-20T22:45:44.757Z,"Central Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-02T19:05:34.560Z,38.7968333,-122.7393333,2.215,0.17,md,5,126,0.01351,0.02,nc,nc72134986,2017-02-02T19:29:19.242Z,"3 km SSW of Cobb, California",earthquake,0.66,1.61,0.497,2,reviewed,nc,nc
2014-01-02T19:04:28.565Z,63.0821,-150.9797,124.5,2.3,ml,,,,0.42,ak,ak0143meujs,2019-05-20T22:45:44.362Z,"63 km SE of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-02T19:02:24.590Z,19.1548,120.2167,15.15,5,mb,,58,3.732,1.06,us,usc000lvt0,2014-03-07T00:25:56.000Z,"84 km NNW of Davila, Philippines",earthquake,,3.5,0.047,151,reviewed,us,us
2014-01-02T19:01:18.900Z,38.7916679,-122.7369995,1.776,0.86,md,8,88,0.008108,0.04,nc,nc72134981,2017-02-02T19:29:12.786Z,"3 km SSW of Cobb, California",earthquake,0.54,1.56,0.1,3,automatic,nc,nc
2014-01-02T18:57:54.994Z,60.224,-153.1321,137,1.4,ml,,,,0.4,ak,ak0143m4txn,2019-05-14T01:49:49.113Z,"65 km E of Port Alsworth, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2014-01-02T18:48:20.910Z,37.6513333,-119.028,0.674,-0.29,md,7,160,0.02613,0.02,nc,nc72134976,2017-02-02T19:29:07.082Z,"4 km W of Mammoth Lakes, California",earthquake,0.49,1.18,0.251,7,reviewed,nc,nc
2014-01-02T18:47:58.230Z,-10.8855,113.1514,39.99,4.6,mb,,128,2.594,0.86,us,usc000lvsm,2014-03-07T00:25:56.000Z,"288 km S of Kencong, Indonesia",earthquake,,6.4,0.105,30,reviewed,us,us
2014-01-02T18:46:24.930Z,63.102,-151.4712,8.9,0.9,ml,,,,0.75,ak,ak0143m2eql,2019-05-14T01:49:48.738Z,"50 km SSE of Denali National Park, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2014-01-02T18:42:52.794Z,37.3718,-117.1203,12.2,0.4,ml,10,255.89,0.391,0.1361,nn,nn00433175,2018-06-29T22:59:47.448Z,"38 km SSE of Goldfield, Nevada",earthquake,,3.2,0.16,7,reviewed,nn,nn
2014-01-02T18:34:35.580Z,-17.5466,167.8056,29.74,4.1,mb,,75,0.525,1.15,us,usb000m30s,2014-03-07T00:25:55.000Z,"57 km WNW of Port-Vila, Vanuatu",earthquake,,6.1,0.261,6,reviewed,us,us
2014-01-02T18:11:01.285Z,60.8691,-147.0141,28.2,1.7,ml,,,,0.7,ak,ak0143luuuo,2019-05-20T22:45:43.984Z,"18 km W of Tatitlek, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2014-01-02T18:06:54.170Z,36.0376667,-120.6018333,2.942,1.1,md,34,108,0.03153,0.07,nc,nc72134961,2017-02-02T19:28:59.020Z,"21 km NW of Parkfield, California",earthquake,0.23,0.42,0.228,18,reviewed,nc,nc
2014-01-02T18:05:37.080Z,46.9042,152.8863,35,4.7,mb,,135,6.935,1,us,usc000lvs5,2014-03-07T00:25:55.000Z,"Kuril Islands",earthquake,,2,0.063,84,reviewed,us,us
2014-01-02T18:00:03.300Z,34.341,-116.8825,-1.607,1.27,ml,12,111,0.04608,0.13,ci,ci11409322,2016-03-11T18:38:51.102Z,"10km NNW of Big Bear City, CA",quarry blast,0.65,31.61,0.104,37,reviewed,ci,ci
2014-01-02T17:43:18.420Z,6.2773,149.0551,15.94,4.6,mb,,141,8.353,0.78,us,usb000m30r,2014-03-07T00:25:55.000Z,"State of Chuuk, Federated States of Micronesia",earthquake,,4.5,0.112,26,reviewed,us,us
2014-01-02T17:40:01.860Z,37.5808333,-119.0056667,2.151,0.18,md,9,206,0.03243,0.03,nc,nc72137356,2017-02-02T19:28:49.777Z,"8 km SSW of Mammoth Lakes, California",earthquake,0.76,0.61,0.214,8,reviewed,nc,nc
2014-01-02T17:35:59.092Z,51.6001,-175.8621,30.4,2.2,ml,,,,0.47,ak,ak0143leow5,2019-05-14T01:49:48.362Z,"61 km ESE of Adak, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2014-01-02T17:35:54.910Z,37.0141667,-112.9116667,21.45,1.29,ml,10,183,0.07181,0.09,uu,uu60050712,2018-09-12T18:12:48.580Z,"5 km ENE of Hildale, Utah",earthquake,0.72,1.04,0.291,3,reviewed,uu,uu
2014-01-02T17:34:06.770Z,37.5756667,-119.0048333,2.112,0.51,md,15,169,0.03784,0.04,nc,nc72134946,2017-02-02T19:28:44.478Z,"8 km SSW of Mammoth Lakes, California",earthquake,0.67,0.69,0.378,14,reviewed,nc,nc
2014-01-02T17:28:04.680Z,33.218,-115.6313333,0.073,0.2,mh,8,282,0.02634,0.21,ci,ci11409314,2016-03-11T05:54:07.767Z,"11km WSW of Niland, CA",earthquake,1.43,31.61,,0,reviewed,ci,ci
2014-01-02T17:23:32.490Z,34.1786667,-117.6236667,3.207,0.3,mh,8,193,0.06633,0.11,ci,ci11409306,2016-03-11T22:32:12.834Z,"7km NNW of Rancho Cucamonga, CA",earthquake,0.6,0.71,,0,reviewed,ci,ci
2014-01-02T17:23:15.920Z,33.2018333,-115.6496667,4.523,0.5,mh,8,294,0.02833,0.17,ci,ci11409298,2016-03-12T06:00:16.802Z,"13km WSW of Niland, CA",earthquake,1.46,1.09,,0,reviewed,ci,ci
2014-01-02T17:22:02.540Z,38.8079987,-122.7531662,0.546,0.49,md,9,128,0.01441,0.01,nc,nc72134941,2017-02-02T19:28:38.203Z,"3 km WSW of Cobb, California",earthquake,0.31,1.52,0.07,3,automatic,nc,nc
2014-01-02T17:20:26.850Z,36.127,-96.895,4.4,3.2,ml,,,,0,us,usc000lvrp,2020-03-19T22:24:23.431Z,"11 km SSE of Glencoe, Oklahoma",earthquake,,0,,,reviewed,tul,tul
2014-01-02T17:18:05.343Z,63.0963,-150.6544,115.7,1.3,ml,,,,0.32,ak,ak0143laxkm,2019-05-20T22:45:43.590Z,"67 km N of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-02T17:17:21.160Z,36.0675,-117.8843333,5.635,0.28,ml,5,241,0.05554,0.04,ci,ci11409290,2016-03-12T04:08:36.632Z,"6km ENE of Coso Junction, CA",earthquake,0.85,1.56,0.029,1,reviewed,ci,ci
2014-01-02T17:12:48.890Z,33.1866667,-115.6286667,6.443,0.4,mh,9,198,0.006211,0.37,ci,ci11409282,2016-03-11T02:14:10.364Z,"12km WSW of Niland, CA",earthquake,3.13,31.61,,0,reviewed,ci,ci
2014-01-02T17:10:41.190Z,38.8393326,-122.8300018,1.933,0.68,md,10,95,0.004505,0.02,nc,nc72134931,2017-02-02T19:28:32.826Z,"9 km WNW of Cobb, California",earthquake,0.35,0.53,0.11,2,automatic,nc,nc
2014-01-02T17:03:52.660Z,34.6145,138.588,230.59,4,mb,,128,1.475,0.33,us,usb000m30q,2014-03-07T00:25:55.000Z,"33 km WSW of Shimoda, Japan",earthquake,,10.5,0.211,7,reviewed,us,us
2014-01-02T17:02:12.600Z,39.435,-123.1003333,2.512,1.77,md,19,62,0.1441,0.06,nc,nc72134926,2017-02-02T19:28:27.630Z,"12 km N of Potter Valley, California",earthquake,0.19,1.44,0.172,25,reviewed,nc,nc
2014-01-02T17:01:23.370Z,37.5738333,-119.0126667,1.312,0.04,md,9,241,0.03784,0.06,nc,nc72134921,2017-02-02T19:28:22.241Z,"9 km SSW of Mammoth Lakes, California",earthquake,0.91,1.11,0.214,7,reviewed,nc,nc
2014-01-02T16:53:04.060Z,46.4448333,-122.4265,17.838,0.54,md,8,317,0.1512,0.11,uw,uw60664816,2016-07-22T19:22:01.410Z,"10 km SSE of Mossyrock, Washington",earthquake,0.86,1.05,0.341,5,reviewed,uw,uw
2014-01-02T16:52:09.160Z,33.8785,-116.9681667,7.951,0.68,ml,0,252,0.1545,0.15,ci,ci11409274,2016-03-11T11:14:01.270Z,"6km S of Beaumont, CA",earthquake,1.03,5.02,0.124,5,reviewed,ci,ci
2014-01-02T16:39:39.060Z,38.8248329,-122.8434982,1.43,0.55,md,9,140,0.007207,0.01,nc,nc72134916,2017-02-02T19:28:16.925Z,"10 km W of Cobb, California",earthquake,0.53,0.69,0.02,3,automatic,nc,nc
2014-01-02T16:37:40.750Z,32.639,-115.736,8.106,1.85,ml,15,148,0.01311,0.3,ci,ci11409266,2016-03-12T04:08:35.366Z,"16km WNW of Progreso, B.C., MX",earthquake,0.9,1.26,0.192,42,reviewed,ci,ci
2014-01-02T16:22:20.650Z,40.7112,51.2393,35.95,4.5,mb,,54,4.991,1.11,us,usc000lvnf,2014-03-07T00:25:55.000Z,"81 km ENE of Pirallah?, Azerbaijan",earthquake,,7.6,0.07,62,reviewed,us,us
2014-01-02T16:21:28.156Z,63.0838,-150.8061,99.5,1.3,ml,,,,0.59,ak,ak0143kq6vj,2019-05-14T01:49:48.045Z,"65 km N of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-02T16:00:30.940Z,19.0882,120.2265,8.2,4.3,mb,,101,3.795,1.22,us,usb000m30n,2014-03-07T00:25:55.000Z,"77 km NNW of Davila, Philippines",earthquake,,4.3,0.107,28,reviewed,us,us
2014-01-02T15:59:16.693Z,59.8882,-152.9579,112.1,1.6,ml,,,,0.37,ak,ak0143kcvlh,2019-05-14T01:49:47.673Z,"64 km W of Anchor Point, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2014-01-02T15:58:48.460Z,46.4428333,-122.4078333,18.437,0.54,md,8,317,0.1448,0.09,uw,uw60664786,2016-07-22T19:22:01.070Z,"11 km SSE of Mossyrock, Washington",earthquake,0.91,0.86,0.335,5,reviewed,uw,uw
2014-01-02T15:51:21.199Z,63.5126,-147.6757,17.1,1,ml,,,,0.62,ak,ak0143kb67r,2019-05-20T22:45:43.156Z,"65 km ENE of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-02T15:50:40.100Z,18.2108,-65.958,9,2,Md,6,205.2,0.11318773,0.14,pr,pr14002006,2014-01-02T19:25:24.879Z,"2 km N of San Lorenzo, Puerto Rico",earthquake,0.5,1.7,0,4,reviewed,pr,pr
2014-01-02T15:39:51.924Z,62.8949,-150.6831,97.5,1.4,ml,,,,0.36,ak,ak0143k8nzs,2019-05-20T22:45:42.750Z,"44 km N of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-02T15:19:45.260Z,14.1566,-91.5919,61.93,4.5,mb,,122,0.376,1.47,us,usc000lvmt,2014-03-07T00:25:55.000Z,"28 km WSW of Tiquisate, Guatemala",earthquake,,4.9,0.054,113,reviewed,us,us
2014-01-02T15:14:57.680Z,36.0181667,-117.7568333,-1.088,0.49,ml,6,137,0.01242,0.11,ci,ci11409258,2016-03-12T00:25:14.401Z,"16km NE of Little Lake, CA",earthquake,0.72,31.61,0.088,1,reviewed,ci,ci
2014-01-02T15:05:05.237Z,63.2728,-150.4117,116.5,1.3,ml,,,,0.18,ak,ak0143k1a1n,2019-05-14T01:49:47.294Z,"72 km ESE of Denali National Park, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2014-01-02T15:03:59.450Z,-5.8828,147.2152,77.66,4.2,mb,,127,3.499,1.07,us,usb000m30l,2014-03-07T00:25:55.000Z,"96 km NNE of Lae, Papua New Guinea",earthquake,,12.1,0.152,13,reviewed,us,us
2014-01-02T15:03:05.469Z,37.6902,-117.1118,17,1,ml,9,306.5,0.628,0.1304,nn,nn00432887,2018-06-29T22:59:48.144Z,"11 km E of Goldfield, Nevada",earthquake,,2.9,0.14,7,reviewed,nn,nn
2014-01-02T15:00:02.120Z,6.7619,123.8071,514.2,4.1,mb,,102,24.772,0.69,us,usb000m30m,2014-03-07T00:25:55.000Z,"23 km W of Gadung, Philippines",earthquake,,14.5,0.144,14,reviewed,us,us
2014-01-02T14:58:58.930Z,44.07,-105.0851,0,3,ml,,100,0.757,0.97,us,usb000m30k,2014-03-07T00:25:55.000Z,"24 km SSW of Moorcroft, Wyoming",mining explosion,,2,0.073,35,reviewed,us,us
2014-01-02T14:55:01.812Z,62.9929,-151.1122,126,1.6,ml,,,,0.28,ak,ak0143jqjz9,2019-05-20T22:45:42.353Z,"58 km NNW of Petersville, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-02T14:49:35.306Z,62.0298,-149.8964,47,1.2,ml,,,,0.36,ak,ak0143jpc9m,2019-05-14T01:49:46.908Z,"14 km S of Susitna North, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-02T14:49:02.640Z,38.8230019,-122.8436661,1.861,0.93,md,17,70,0.007207,0.03,nc,nc72134906,2017-02-02T19:28:10.493Z,"10 km W of Cobb, California",earthquake,0.25,0.44,0.09,4,automatic,nc,nc
2014-01-02T14:45:33.740Z,38.8223343,-122.768837,1.164,0.56,md,6,129,0.008108,0.01,nc,nc72134901,2017-02-02T19:28:05.081Z,"3 km W of Cobb, California",earthquake,1.05,1.79,,1,automatic,nc,nc
2014-01-02T14:43:44.440Z,61.3277,-154.0357,3.6,1.3,ml,,,,0.65,ak,ak0143jo2oc,2019-05-14T01:49:46.526Z,"74 km E of Lime Village, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2014-01-02T14:41:52.290Z,37.6271667,-119.316,11.032,0.9,md,10,331,0.1874,0.02,nc,nc72134896,2017-02-02T19:27:59.194Z,"26 km ESE of Yosemite Valley, California",earthquake,2.09,3.4,0.167,9,reviewed,nc,nc
2014-01-02T14:30:40.470Z,-6.772,152.5259,46.34,4.5,mb,,88,5.922,1,us,usb000m30j,2014-03-07T00:25:55.000Z,"270 km S of Kokopo, Papua New Guinea",earthquake,,5.5,0.128,20,reviewed,us,us
2014-01-02T14:27:16.770Z,37.2853333,-121.4105,1.112,1.44,md,23,162,0.1171,0.05,nc,nc72134891,2017-02-02T19:27:52.815Z,"17 km SW of Diablo Grande, California",earthquake,0.28,1.03,0.128,21,reviewed,nc,nc
2014-01-02T14:25:55.540Z,37.6231667,-119.3206667,11.602,1.27,md,26,312,0.191,0.05,nc,nc72134886,2017-02-02T19:27:46.678Z,"26 km ESE of Yosemite Valley, California",earthquake,1.35,0.88,0.182,20,reviewed,nc,nc
2014-01-02T14:19:30.070Z,38.8163338,-122.8188324,2.406,,,8,91,0.00991,0.01,nc,nc72134881,2017-02-02T19:27:39.637Z,"8 km W of Cobb, California",earthquake,0.49,0.82,,,automatic,nc,nc
2014-01-02T14:16:49.060Z,37.6098333,-119.3578333,10.033,1.35,md,26,255,0.2216,0.06,nc,nc72134876,2017-02-02T19:27:34.125Z,"24 km SE of Yosemite Valley, California",earthquake,1.47,1.32,0.152,18,reviewed,nc,nc
2014-01-02T14:05:04.380Z,38.8193321,-122.8199997,0.679,1.08,md,19,79,0.009009,0.02,nc,nc72134871,2017-02-02T19:27:28.383Z,"8 km W of Cobb, California",earthquake,0.18,0.42,0.18,6,automatic,nc,nc
2014-01-02T13:57:25.150Z,33.514,-116.5621667,8.618,0.46,ml,19,87,0.03854,0.09,ci,ci11409250,2016-03-11T05:54:06.420Z,"11km ESE of Anza, CA",earthquake,0.27,0.43,0.127,10,reviewed,ci,ci
2014-01-02T13:53:29.570Z,35.4895,-118.3903333,4.054,1.32,ml,19,56,0.1859,0.11,ci,ci11409242,2016-03-11T22:32:11.717Z,"14km SE of Bodfish, CA",earthquake,0.32,2.45,0.176,9,reviewed,ci,ci
2014-01-02T13:53:22.455Z,39.0576,-118.0788,6.4,1.1,ml,6,302.46,0.02,0.0883,nn,nn00432884,2018-06-29T22:59:48.053Z,"24 km NNW of Gabbs, Nevada",earthquake,,2.1,0.03,2,reviewed,nn,nn
2014-01-02T13:49:03.550Z,55.458,-161.772,5.5,2.7,ml,,,,0.98,us,usb000m17r,2019-05-14T01:49:27.828Z,"56 km NE of King Cove, Alaska",earthquake,,6.6,,8,reviewed,ak,ak
2014-01-02T13:44:51.690Z,38.81,-122.8216667,2.04,1.58,md,55,36,0.006306,0.06,nc,nc72134866,2017-02-02T19:27:21.750Z,"8 km W of Cobb, California",earthquake,0.12,0.16,0.206,24,reviewed,nc,nc
2014-01-02T13:26:54.730Z,-21.4036,-176.2875,207.36,4.2,mb,,225,6.458,0.74,us,usb000m30f,2014-03-07T00:25:55.000Z,"114 km WSW of Haveluloto, Tonga",earthquake,,4.6,0.152,13,reviewed,us,us
2014-01-02T13:24:36.780Z,38.8376656,-122.8249969,1.414,0.84,md,16,68,0.008108,0.02,nc,nc72134861,2017-02-02T19:27:13.178Z,"9 km W of Cobb, California",earthquake,0.23,0.44,0.06,5,automatic,nc,nc
2014-01-02T13:24:07.430Z,35.4878333,-118.292,-1.01,1.01,ml,14,89,0.2112,0.08,ci,ci11409234,2016-03-11T05:54:05.045Z,"21km ESE of Bodfish, CA",earthquake,0.28,0.66,0.091,7,reviewed,ci,ci
2014-01-02T13:19:32.000Z,36.1226,-97.3227,5,3.1,ml,,,,0.56,us,usc000lvld,2015-01-30T09:10:50.287Z,"5 km ESE of Orlando, Oklahoma",earthquake,,2,,,reviewed,tul,tul
2014-01-02T13:14:08.420Z,35.9175,-117.677,3.115,0.87,ml,10,74,0.06376,0.12,ci,ci11409226,2016-03-12T06:00:15.609Z,"21km E of Little Lake, CA",earthquake,0.33,0.63,0.108,5,reviewed,ci,ci
2014-01-02T13:13:19.765Z,37.0094,-116.1369,11.4,-0.7,ml,4,205.48,0.146,0.0467,nn,nn00433172,2018-06-29T22:59:47.359Z,"56 km E of Beatty, Nevada",earthquake,,4.9,0.81,3,reviewed,nn,nn
2014-01-02T13:12:53.597Z,62.0014,-150.7103,67.9,1.5,ml,,,,0.31,ak,ak0143iw0kv,2019-05-20T22:45:41.921Z,"36 km E of Skwentna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-02T13:11:05.330Z,35.262,140.5056,28.93,4.8,mb,,102,2.216,1.24,us,usc000lvlc,2015-01-29T03:05:47.802Z,"10 km E of ?hara, Japan",earthquake,,4.4,0.06,93,reviewed,us,us
2014-01-02T13:09:19.734Z,60.2688,-147.1558,15,1.6,ml,,,,0.75,ak,ak0143ivath,2019-05-14T01:49:46.166Z,"52 km ENE of Chenega, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2014-01-02T13:08:22.420Z,33.5078333,-116.4433333,9.648,0,ml,14,105,0.0214,0.06,ci,ci11409218,2016-03-11T09:29:56.409Z,"21km SW of La Quinta, CA",earthquake,0.44,0.82,0.162,8,reviewed,ci,ci
2014-01-02T13:06:48.600Z,38.8376656,-122.80867,1.654,0.07,md,5,167,0.01441,0.01,nc,nc72134856,2017-02-02T19:27:07.156Z,"7 km WNW of Cobb, California",earthquake,0.82,1.99,,1,automatic,nc,nc
2014-01-02T13:00:50.722Z,57.3256,-150.7854,25,2.6,ml,,,,1.36,ak,ak0143itfrk,2019-05-14T01:49:45.798Z,"95 km ESE of Chiniak, Alaska",earthquake,,5.2,,,reviewed,ak,ak
2014-01-02T12:57:33.557Z,63.331,-151.331,12.9,1.2,ml,,,,0.57,ak,ak0143ik6nf,2019-05-20T22:45:41.511Z,"30 km SE of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-02T12:51:54.271Z,62.8931,-149.6703,73.5,1.1,ml,,,,0.18,ak,ak0143iixyb,2019-05-14T01:49:45.452Z,"Central Alaska",earthquake,,0.8,,,reviewed,ak,ak
2014-01-02T12:51:12.420Z,38.7868347,-122.7474976,0.255,0.57,md,12,60,0.009009,0.03,nc,nc72134851,2017-02-02T19:27:01.700Z,"4 km SSW of Cobb, California",earthquake,0.2,0.44,0.12,5,automatic,nc,nc
2014-01-02T12:50:27.860Z,38.7871666,-122.7488327,0.006,0.53,md,5,122,0.00991,0.02,nc,nc72134846,2017-02-02T19:26:55.864Z,"4 km SSW of Cobb, California",earthquake,0.52,1.45,0.05,2,automatic,nc,nc
2014-01-02T12:37:43.593Z,39.0603,-118.0803,6.7,1.6,ml,10,233.56,0.02,0.0954,nn,nn00432880,2018-06-29T22:59:46.732Z,"25 km NNW of Gabbs, Nevada",earthquake,,1.1,0.3,5,reviewed,nn,nn
2014-01-02T12:29:50.236Z,61.5871,-149.7514,40,1.1,ml,,,,0.24,ak,ak0143ie7vz,2019-05-20T22:45:41.055Z,"5 km SE of Houston, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2014-01-02T12:28:11.606Z,60.3522,-140.0839,0.5,1.5,ml,,,,0.8,ak,ak0143idx6w,2019-05-14T01:49:45.094Z,"91 km NNW of Yakutat, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2014-01-02T12:26:38.671Z,39.0589,-118.0789,6.6,1.1,ml,7,279.6,0.02,0.0871,nn,nn00432879,2018-06-29T22:59:47.961Z,"25 km NNW of Gabbs, Nevada",earthquake,,1.5,0.18,3,reviewed,nn,nn
2014-01-02T12:24:56.860Z,46.7,-121.0636667,3.513,1.05,md,16,145,0.1676,0.21,uw,uw60664711,2016-07-22T19:22:00.790Z,"16 km SW of Nile, Washington",earthquake,0.87,1.06,0.022,9,reviewed,uw,uw
2014-01-02T12:17:22.270Z,36.0243333,-117.771,1.052,-0.16,ml,8,85,0.003839,0.06,ci,ci11409210,2016-03-11T05:54:03.742Z,"16km NE of Little Lake, CA",earthquake,0.44,0.51,0.25,3,reviewed,ci,ci
2014-01-02T12:10:24.617Z,39.0607,-118.0878,6.7,1.4,ml,7,240.7,0.016,0.0946,nn,nn00432877,2018-06-29T22:59:46.624Z,"25 km NW of Gabbs, Nevada",earthquake,,2,0.17,3,reviewed,nn,nn
2014-01-02T12:07:58.490Z,38.8413315,-122.8300018,1.482,,,6,113,0.005405,0,nc,nc72134841,2017-02-02T19:26:48.810Z,"9 km WNW of Cobb, California",earthquake,0.45,1.18,,,automatic,nc,nc
2014-01-02T12:07:53.820Z,38.8073333,-122.8215,2.16,0.67,md,39,47,0.006306,0.03,nc,nc72134836,2017-02-02T19:26:42.700Z,"8 km W of Cobb, California",earthquake,0.14,0.2,0.204,9,reviewed,nc,nc
2014-01-02T12:05:03.690Z,38.8253326,-122.7990036,2.632,0.89,md,15,78,0.009009,0.02,nc,nc72134831,2017-02-02T19:26:36.466Z,"6 km W of Cobb, California",earthquake,0.28,0.7,0.09,5,automatic,nc,nc
2014-01-02T12:04:50.680Z,39.057,-118.1082,6.4,3.9,ml,13,154.85,0.01,0.0984,nn,nn00432876,2018-06-29T22:59:46.455Z,"26 km NW of Gabbs, Nevada",earthquake,,1.1,0.25,6,reviewed,nn,nn
2014-01-02T12:00:02.140Z,38.8248333,-122.7993333,2.95,1.2,md,46,51,0.008108,0.04,nc,nc72134816,2017-02-02T19:26:29.100Z,"6 km W of Cobb, California",earthquake,0.14,0.22,0.115,16,reviewed,nc,nc
2014-01-02T11:59:52.139Z,62.3861,-152.4726,10.6,1.3,ml,,,,0.48,ak,ak0143hz7wt,2019-05-14T01:49:44.747Z,"71 km NW of Skwentna, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2014-01-02T11:57:39.410Z,37.6316667,-118.845,5.89,-0.15,md,8,91,0.007207,0.03,nc,nc72134821,2017-02-02T19:26:16.994Z,"11 km E of Mammoth Lakes, California",earthquake,1.38,1.68,0.128,7,reviewed,nc,nc
2014-01-02T11:54:23.748Z,60.107,-153.2511,121,2,ml,,,,0.52,ak,ak0143hy352,2019-05-14T01:49:44.381Z,"59 km NE of Pedro Bay, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2014-01-02T11:53:13.240Z,36.1346667,-118.0745,-0.583,1.45,ml,19,145,0.1786,0.17,ci,ci11409194,2016-03-11T18:38:49.730Z,"15km NW of Coso Junction, CA",earthquake,0.48,0.81,0.19,15,reviewed,ci,ci
2014-01-02T11:50:58.680Z,-6.7173,129.9752,128.79,4.5,mb,,38,1.817,0.84,us,usc000lvkt,2014-03-07T00:25:55.000Z,"Banda Sea",earthquake,,6.7,0.11,24,reviewed,us,us
2014-01-02T11:49:28.375Z,62.8873,-149.9155,78.2,1.3,ml,,,,0.32,ak,ak0143hx0x1,2019-05-20T22:45:40.634Z,"49 km N of Chase, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-02T11:45:08.772Z,60.07,-152.702,79.8,2.1,ml,,,,0.7,ak,ak0143hw4jh,2019-05-20T22:45:40.196Z,"55 km WNW of Happy Valley, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-02T11:42:02.830Z,46.526,-122.3811667,7.822,0.29,md,7,300,0.1427,0.06,uw,uw60664701,2016-07-22T19:22:00.460Z,"7 km E of Mossyrock, Washington",earthquake,0.87,0.67,0.16,4,reviewed,uw,uw
